test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,data_transfer_bytes_per_sec,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb,fail_data_transfer_bytes_per_sec
nbomber_default_test_suite_name,nbomber_default_test_name,fail_scn,00:00:10,global information,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18.71,31.83,47.05,31.36,32.51,44,45.6,5.86,0,0,0,0,0
